Name,From,To,Distance,Price
Bahrain Intl,963,542,2217,2710
Bahrain Intl,963,1007,419,1537
Bahrain Intl,963,555,1885,4336
Bahrain Intl,963,1021,2385,3675
Bahrain Intl,963,1505,3417,1335
Bahrain Intl,963,1015,827,3656
Bahrain Intl,963,974,1115,6183
Bahrain Intl,963,2186,1397,9910
Bahrain Intl,963,1110,7379,2229
Bahrain Intl,963,3146,876,9164
Bahrain Intl,963,1025,2181,2918
Bahrain Intl,963,978,421,10481
Bahrain Intl,963,1960,1368,3435
Bahrain Intl,963,2929,2399,8174
Bahrain Intl,963,1510,3403,1320
Bahrain Intl,963,1504,2931,5044
Bahrain Intl,963,1448,3749,4293
Abha,964,1957,650,10716
Abha,964,1960,348,2039
Abha,964,1011,1525,2525
Abha,964,1013,1542,4689
Abha,964,521,1740,1192
Abha,964,968,1170,9740
Abha,964,973,528,4170
Abha,964,974,762,2458
Abha,964,978,853,8912
Abha,964,982,421,1958
Abha,964,981,1279,5714
Laredo Intl,1795,1782,637,6769
Laredo Intl,1795,1895,1757,11243
Laredo Intl,1795,1725,484,1573
Ralph Wien Mem,1796,3056,208,7193
Ralph Wien Mem,1796,3057,119,10413
Ralph Wien Mem,1796,2913,91,3163
Ralph Wien Mem,1796,3058,95,2666
Ralph Wien Mem,1796,3060,69,4990
Ralph Wien Mem,1796,2885,241,8348
Ralph Wien Mem,1796,3024,238,679
Ralph Wien Mem,1796,3061,119,4793
Ralph Wien Mem,1796,2889,77,8182
Ralph Wien Mem,1796,2883,127,7939
Ralph Wien Mem,1796,1755,295,8738
Ralph Wien Mem,1796,1842,882,10582
Altoona Blair Co,1797,1810,167,7895
Altoona Blair Co,1797,2107,43,6928
South Arkansas Rgnl At Goodwin Fld,1798,1706,379,7722
South Arkansas Rgnl At Goodwin Fld,1798,2436,141,2528
La Guardia,1799,1885,1904,3674
La Guardia,1799,1794,1229,3551
La Guardia,1799,1680,297,9055
La Guardia,1799,1985,491,4325
La Guardia,1799,1894,875,10521
La Guardia,1799,1838,770,5540
La Guardia,1799,1763,883,3846
La Guardia,1799,1712,345,9918
La Guardia,1799,1782,2235,498
La Guardia,1799,1771,807,8200
La Guardia,1799,1978,741,8918
La Guardia,1799,1872,804,2902
La Guardia,1799,1778,1746,4305
La Guardia,1799,1734,1764,7067
La Guardia,1799,1866,1180,2297
La Guardia,1799,1752,476,4831
La Guardia,1799,1816,1665,5725
La Guardia,1799,1835,153,8685
La Guardia,1799,1732,538,5304
La Guardia,1799,1762,692,5207
La Guardia,1799,1749,469,10080
La Guardia,1799,1986,652,8569
La Guardia,1799,1984,1059,8333
La Guardia,1799,1787,1429,1845
La Guardia,1799,1786,1041,8127
La Guardia,1799,2202,1845,1220
La Guardia,1799,89,521,6246
La Guardia,1799,125,573,666
La Guardia,1799,60,525,1761
La Guardia,1799,1790,1225,8254
La Guardia,1799,1717,1731,7317
La Guardia,1799,1896,1528,5061
La Guardia,1799,1848,1738,2009
La Guardia,1799,2030,1684,9647
La Guardia,1799,1772,1626,10874
La Guardia,1799,1353,3155,8872
La Guardia,1799,1690,608,9238
La Guardia,1799,1857,1393,11117
La Guardia,1799,1807,414,9773
La Guardia,1799,1861,469,4301
La Guardia,1799,1729,993,2218
La Guardia,1799,1854,1032,9481
La Guardia,1799,1697,673,9843
La Guardia,1799,1698,942,9487
La Guardia,1799,1834,2606,5172
La Guardia,1799,1820,1659,4153
La Guardia,1799,1893,1942,2176
La Guardia,1799,1791,994,4979
La Guardia,1799,2002,981,2011
La Guardia,1799,1725,2279,6148
La Guardia,1799,1740,1062,4675
La Guardia,1799,1808,1341,2257
La Guardia,1799,1987,972,4465
La Guardia,1799,1685,1782,1268
La Guardia,1799,1695,1549,3188
La Guardia,1799,1981,313,7815
La Guardia,1799,1812,1187,6581
La Guardia,1799,1686,1306,1002
La Guardia,1799,1882,1641,7193
La Guardia,1799,1710,906,7253
La Guardia,1799,1682,1847,1109
La Guardia,1799,1886,433,10673
La Guardia,1799,1760,408,854
La Guardia,1799,1754,1162,1265
La Guardia,1799,1830,318,4926
La Guardia,1799,48,961,1386
La Guardia,1799,2064,638,8757
La Guardia,1799,1831,1166,8782
La Guardia,1799,1810,367,7938
La Guardia,1799,1731,2297,4435
Yulin Airport,2808,1639,433,9934
Yulin Airport,2808,1641,1613,3364
Yulin Airport,2808,1629,669,3611
Yulin Airport,2808,1654,1004,4315
Yulin Airport,2808,1636,555,5752
Yulin Airport,2808,1627,625,4293
Yulin Airport,2808,2783,600,5178
Mackenzie Airport,3185,2856,8946,9357
Mackenzie Airport,3185,1639,8908,10430
Golmud Airport,2804,1639,907,8524
Golmud Airport,2804,2806,356,484
Kjaerstad,320,306,173,10667
Kjaerstad,320,2355,81,1623
Kjaerstad,320,2354,165,9532
Kjaerstad,320,328,39,1972
Kjaerstad,320,331,281,4280
Yichang Airport,2803,1652,474,2938
Yichang Airport,2803,1654,718,3523
Yichang Airport,2803,1469,958,2755
Yichang Airport,2803,1641,1062,1942
Yichang Airport,2803,1646,968,6433
Yichang Airport,2803,1627,1143,11171
Yichang Airport,2803,1635,920,2969
Yichang Airport,2803,1631,827,9270
Yichang Airport,2803,1642,946,10773
Yichang Airport,2803,1650,947,9208
Yichang Airport,2803,1639,488,6913
Yichang Airport,2803,1645,864,2097
Yichang Airport,2803,1653,644,5904
Yichang Airport,2803,2000,1385,5920
Xiangfan Airport,2802,1627,960,4771
Xiangfan Airport,2802,1635,1064,8204
Xiangfan Airport,2802,1631,975,1163
Xiangfan Airport,2802,1642,1018,10008
Xiangfan Airport,2802,1652,603,4316
Xiangfan Airport,2802,1645,804,11044
Xiangfan Airport,2802,1661,909,4642
Xiangfan Airport,2802,2783,923,5439
Xiangfan Airport,2802,1637,236,2860
Yan'an Airport,2807,1652,813,8640
Yan'an Airport,2807,1627,723,8908
Yan'an Airport,2807,2783,692,7841
Yan'an Airport,2807,1639,253,5308
Xining Caojiabu Airport,2806,1652,868,8728
Xining Caojiabu Airport,2806,1654,683,5881
Xining Caojiabu Airport,2806,2051,1312,2012
Xining Caojiabu Airport,2806,2837,618,9942
Xining Caojiabu Airport,2806,1639,650,774
Xining Caojiabu Airport,2806,3186,300,2241
Xining Caojiabu Airport,2806,1641,1280,7968
Xining Caojiabu Airport,2806,1658,1482,5597
Xining Caojiabu Airport,2806,1629,1375,6134
Xining Caojiabu Airport,2806,1636,1092,990
Xining Caojiabu Airport,2806,1627,1329,2917
Xining Caojiabu Airport,2806,1637,1294,1672
Xining Caojiabu Airport,2806,1632,1398,3317
Xining Caojiabu Airport,2806,1653,1195,10129
Xining Caojiabu Airport,2806,2804,356,4894
Xining Caojiabu Airport,2806,1661,1920,5216
Xining Caojiabu Airport,2806,3179,609,2188
Xining Caojiabu Airport,2806,2041,412,3884
Xining Caojiabu Airport,2806,1647,1636,5781
Qingyang Airport,2805,2856,361,7647
Qingyang Airport,2805,1639,182,10728
Qingyang Airport,2805,2783,890,5696
Pescara,676,692,516,10174
Pescara,676,689,508,8416
Pescara,676,622,1216,449
Pescara,676,686,558,1156
Pescara,676,185,1162,1857
Pescara,676,571,944,429
Pescara,676,204,990,9053
Pescara,676,2119,1187,8546
Pescara,676,278,1486,8059
Wokal Field Glasgow International Airport,2434,1991,304,5589
Pueblo Memorial,1714,1834,175,1962
Atlantic City Intl,1713,1680,441,8862
Atlantic City Intl,1713,1771,800,5254
Atlantic City Intl,1713,1717,1572,5733
Atlantic City Intl,1713,1896,1371,2654
Atlantic City Intl,1713,1710,749,2786
Atlantic City Intl,1713,1866,1159,4566
Atlantic City Intl,1713,1848,1580,2807
Atlantic City Intl,1713,1772,1470,11099
Atlantic City Intl,1713,1725,2165,2613
Ronald Reagan Washington Natl,1712,1776,752,4261
Ronald Reagan Washington Natl,1712,1888,511,5341
Ronald Reagan Washington Natl,1712,1863,504,10734
Ronald Reagan Washington Natl,1712,1690,949,5106
Ronald Reagan Washington Natl,1712,1857,1051,420
Ronald Reagan Washington Natl,1712,1794,904,5682
Ronald Reagan Washington Natl,1712,1680,642,901
Ronald Reagan Washington Natl,1712,1807,702,8404
Ronald Reagan Washington Natl,1712,1861,475,6973
Ronald Reagan Washington Natl,1712,1729,656,10716
Ronald Reagan Washington Natl,1712,2064,440,8877
Ronald Reagan Washington Natl,1712,1736,841,7950
Ronald Reagan Washington Natl,1712,1854,713,3879
Ronald Reagan Washington Natl,1712,1894,532,6129
Ronald Reagan Washington Natl,1712,1838,519,8724
Ronald Reagan Washington Natl,1712,2158,400,711
Ronald Reagan Washington Natl,1712,1698,661,10535
Ronald Reagan Washington Natl,1712,1763,629,4226
Ronald Reagan Washington Natl,1712,1782,1918,4470
Ronald Reagan Washington Natl,1712,1820,1444,8734
Ronald Reagan Washington Natl,1712,1771,652,1375
Ronald Reagan Washington Natl,1712,2433,458,886
Ronald Reagan Washington Natl,1712,1717,1446,4076
Ronald Reagan Washington Natl,1712,1978,398,2476
Ronald Reagan Washington Natl,1712,2002,637,10429
Ronald Reagan Washington Natl,1712,2977,809,4413
Ronald Reagan Washington Natl,1712,1741,376,4245
Ronald Reagan Washington Natl,1712,2065,986,1631
Ronald Reagan Washington Natl,1712,1872,514,823
Ronald Reagan Washington Natl,1712,1740,804,2417
Ronald Reagan Washington Natl,1712,1881,400,974
Ronald Reagan Washington Natl,1712,1737,1384,10535
Ronald Reagan Washington Natl,1712,1808,1020,794
Ronald Reagan Washington Natl,1712,1851,342,6356
Ronald Reagan Washington Natl,1712,1895,3361,557
Ronald Reagan Washington Natl,1712,1696,3719,3352
Ronald Reagan Washington Natl,1712,1799,345,9918
Ronald Reagan Washington Natl,1712,1778,1428,10922
Ronald Reagan Washington Natl,1712,1685,1527,8162
Ronald Reagan Washington Natl,1712,1896,1221,5696
Ronald Reagan Washington Natl,1712,1695,1226,7154
Ronald Reagan Washington Natl,1712,1981,654,9025
Ronald Reagan Washington Natl,1712,1734,1479,8064
Ronald Reagan Washington Natl,1712,1882,1497,3359
Ronald Reagan Washington Natl,1712,1885,1559,7993
Ronald Reagan Washington Natl,1712,1710,598,4394
Ronald Reagan Washington Natl,1712,894,1532,1612
Ronald Reagan Washington Natl,1712,2222,449,6016
Ronald Reagan Washington Natl,1712,1682,1627,6343
Ronald Reagan Washington Natl,1712,1866,984,5755
Ronald Reagan Washington Natl,1712,1752,229,5781
Ronald Reagan Washington Natl,1712,1816,1379,4621
Ronald Reagan Washington Natl,1712,1815,3782,8126
Ronald Reagan Washington Natl,1712,1835,191,8932
Ronald Reagan Washington Natl,1712,1689,3184,653
Ronald Reagan Washington Natl,1712,1732,329,6612
Ronald Reagan Washington Natl,1712,1730,1313,8225
Ronald Reagan Washington Natl,1712,1768,574,2548
Ronald Reagan Washington Natl,1712,1886,775,8914
Ronald Reagan Washington Natl,1712,1762,364,3932
Ronald Reagan Washington Natl,1712,1760,476,10320
Ronald Reagan Washington Natl,1712,1848,1435,3392
Ronald Reagan Washington Natl,1712,1822,3662,9237
Ronald Reagan Washington Natl,1712,1754,836,3578
Ronald Reagan Washington Natl,1712,1984,762,6785
Ronald Reagan Washington Natl,1712,2030,1370,9394
Ronald Reagan Washington Natl,1712,1787,1157,8757
Ronald Reagan Washington Natl,1712,1830,479,8596
Ronald Reagan Washington Natl,1712,1800,1152,10223
Ronald Reagan Washington Natl,1712,1772,1309,7018
Ronald Reagan Washington Natl,1712,1786,702,2464
Ronald Reagan Washington Natl,1712,1892,1270,3219
Ronald Reagan Washington Natl,1712,48,1305,10703
Ronald Reagan Washington Natl,1712,89,783,4915
Ronald Reagan Washington Natl,1712,125,578,1350
Ronald Reagan Washington Natl,1712,60,727,4432
Ronald Reagan Washington Natl,1712,1790,880,9018
Ronald Reagan Washington Natl,1712,1735,3747,3585
Ronald Reagan Washington Natl,1712,1349,2501,7514
Ronald Reagan Washington Natl,1712,1987,666,1587
Ronald Reagan Washington Natl,1712,1686,1137,3253
Ronald Reagan Washington Natl,1712,1719,2979,4028
Ronald Reagan Washington Natl,1712,1834,2375,11106
Ronald Reagan Washington Natl,1712,1812,1020,8914
Ronald Reagan Washington Natl,1712,1722,771,10605
Ronald Reagan Washington Natl,1712,1697,498,6563
Ronald Reagan Washington Natl,1712,1702,319,8513
Ronald Reagan Washington Natl,1712,1725,1943,1148
Ronald Reagan Washington Natl,1712,1693,3930,8619
Ronald Reagan Washington Natl,1712,1784,2117,7905
Ronald Reagan Washington Natl,1712,1731,1960,6499
Bari,675,194,1310,556
Bari,675,195,1363,2120
Bari,675,200,1027,1715
Bari,675,201,1296,850
Bari,675,692,772,8140
Bari,675,703,383,4458
Bari,675,550,249,2067
Bari,675,690,866,2224
Bari,675,252,1711,2581
Bari,675,679,433,5054
Bari,675,682,455,10830
Bari,675,196,892,10725
Bari,675,689,761,4090
Bari,675,696,585,2046
Bari,675,622,1470,9548
Bari,675,686,688,9326
Bari,675,702,355,6001
Bari,675,185,1406,4512
Bari,675,287,2196,10751
Bari,675,2104,1089,4627
Bari,675,691,742,9985
Bari,675,204,1226,3400
Bari,675,720,619,8326
Bari,675,282,1376,11222
Bari,675,2119,1418,3272
Bari,675,706,595,3380
Bari,675,278,1734,4485
Bari,675,589,1991,5705
Bari,675,698,584,4114
Bari,675,697,622,9866
Bari,675,584,1474,4818
Bari,675,281,1539,7765
Bari,675,568,1229,2060
Bari,675,707,544,7610
Bari,675,626,1416,2464
Bari,675,688,819,9558
Bari,675,701,602,6312
Bari,675,700,671,344
Bari,675,673,727,3388
Bari,675,747,852,2543
Bari,675,713,1014,7973
Northern Maine Rgnl At Presque Isle,1715,1680,534,9955
Tuluksak Airport,3091,1746,58,3039
Tuluksak Airport,3091,3090,25,620
Grayling Airport,3092,2877,28,4940
Grayling Airport,3092,3003,33,3023
Nunapitchuk Airport,3085,1746,35,1072
Nunapitchuk Airport,3085,2221,5750,2094
Kongiganak Airport,3086,3009,18,971
Kongiganak Airport,3086,1746,107,7887
Nikolai Airport,3087,2572,62,3815
Takotna Airport,3088,1671,10,1317
Pilot Station Airport,3089,1746,140,3321
Pilot Station Airport,3089,2573,44,10831
Akiak Airport,3090,3091,25,3958
Mukah Airport,2712,1561,248,10586
Mukah Airport,2712,1564,263,9777
Long Seridan Airport,2711,1563,84,8492
Long Seridan Airport,2711,1564,124,3401
Long Lellang Airport,2710,1563,124,1940
Long Lellang Airport,2710,1564,163,8191
Dumatubun Airport,2709,1554,558,9400
Silvio Pettirossi Intl,1248,1315,1073,4961
Silvio Pettirossi Intl,1248,1734,6154,8278
Silvio Pettirossi Intl,1248,1125,1036,3507
Silvio Pettirossi Intl,1248,1964,1066,8548
Silvio Pettirossi Intl,1248,1304,2527,6693
Silvio Pettirossi Intl,1248,861,4475,8357
Silvio Pettirossi Intl,1248,1183,1138,3036
Silvio Pettirossi Intl,1248,2169,270,6787
Silvio Pettirossi Intl,1248,1233,1571,3682
Silvio Pettirossi Intl,1248,1295,1022,1658
Lawas Airport,2714,1567,139,3362
Lawas Airport,2714,2713,99,4729
Lawas Airport,2714,1564,168,3502
Bakalalan Airport,2713,2714,99,996
Culebra Airport,2947,1349,75,2607
Myeik,1534,2706,264,3897
Myeik,1534,2705,189,7356
Mandalay Intl,1533,1530,135,4545
Mandalay Intl,1533,1974,123,1128
Mandalay Intl,1533,1539,432,1631
Mandalay Intl,1533,1900,1021,3498
Mandalay Intl,1533,1513,991,8372
Mandalay Intl,1533,1641,781,6301
Mandalay Intl,1533,1535,431,1109
Mandalay Intl,1533,1540,531,4999
Putao,1536,1535,215,8356
Thandwe,1538,1537,238,3484
Thandwe,1538,1540,259,5056
Tachileik,1539,1533,432,7822
Tachileik,1539,1530,328,933
Tachileik,1539,1531,95,8730
Tachileik,1539,1540,563,4435
Sittwe,1537,1540,495,6111
Sittwe,1537,1538,238,2810
Bonriki Intl,902,899,2168,4587
Bonriki Intl,902,2035,725,1580
Bonriki Intl,902,1036,661,2726
Yangon Intl,1540,1591,1924,10046
Yangon Intl,1540,1537,495,2913
Yangon Intl,1540,1530,430,1994
Yangon Intl,1540,1974,489,5255
Yangon Intl,1540,1538,259,2641
Yangon Intl,1540,2705,381,2505
Yangon Intl,1540,1900,610,1282
Yangon Intl,1540,1631,1930,8528
Yangon Intl,1540,1924,3741,437
Yangon Intl,1540,1586,1681,743
Yangon Intl,1540,1450,1111,563
Yangon Intl,1540,1456,1026,9064
Yangon Intl,1540,1468,973,6644
Yangon Intl,1540,1641,1128,6635
Yangon Intl,1540,1627,3239,420
Yangon Intl,1540,1051,2756,10420
Yangon Intl,1540,1513,583,10493
Yangon Intl,1540,1469,1957,9883
Yangon Intl,1540,1634,1409,689
Yangon Intl,1540,1053,4834,3239
Yangon Intl,1540,1032,4701,5022
Yangon Intl,1540,1528,1124,10483
Yangon Intl,1540,1529,1320,9908
Yangon Intl,1540,1925,363,2405
Yangon Intl,1540,1532,391,6657
Yangon Intl,1540,1533,531,8628
Yangon Intl,1540,1535,946,8062
Yangon Intl,1540,1539,563,3611
Nadi Intl,899,1696,8881,11002
Nadi Intl,899,1469,8214,10974
Nadi Intl,899,935,2149,5178
Nadi Intl,899,904,1210,695
Nadi Intl,899,1594,2712,7127
Nadi Intl,899,937,2890,9383
Nadi Intl,899,1038,3522,8104
Nadi Intl,899,1819,5089,7265
Nadi Intl,899,2502,162,4524
Nadi Intl,899,2504,247,10964
Nadi Intl,899,1610,3867,5667
Nadi Intl,899,2506,584,6301
Nadi Intl,899,900,122,3460
Nadi Intl,899,2507,227,8221
Nadi Intl,899,1624,3169,5238
Nadi Intl,899,901,867,8051
Nadi Intl,899,902,2168,3057
Nadi Intl,899,2505,308,1427
Nadi Intl,899,926,967,1963
Nadi Intl,899,2033,2093,6967
Nadi Intl,899,1924,8115,7435
Nadi Intl,899,4,3392,4497
Nadi Intl,899,934,1266,6104
Nadi Intl,899,903,845,8181
Nausori Intl,900,935,2133,6375
Nausori Intl,900,2036,1055,8566
Nausori Intl,900,2501,224,8674
Nausori Intl,900,2502,120,8144
Nausori Intl,900,2504,193,3648
Nausori Intl,900,2503,278,5769
Nausori Intl,900,899,122,1612
Nausori Intl,900,2507,160,2667
Nausori Intl,900,1624,3241,1297
Nausori Intl,900,901,748,7772
Nausori Intl,900,2505,223,6817
Nausori Intl,900,2508,275,8432
Innsbruck,722,1971,1103,4820
Innsbruck,722,281,734,948
Innsbruck,722,283,636,11081
Innsbruck,722,191,370,8027
Innsbruck,722,725,403,10696
Innsbruck,722,252,943,9485
Fua Amotu Intl,901,899,867,4539
Fua Amotu Intl,901,900,748,9370
Fua Amotu Intl,901,935,2000,5947
Fua Amotu Intl,901,1624,3589,6841
Yongzhou Lingling Airport,3239,1632,258,9460
Yongzhou Lingling Airport,3239,1641,902,2697
Yongzhou Lingling Airport,3239,1635,467,1573
Fort Hope Airport,2293,2308,70,2276
Fort Hope Airport,2293,2275,139,10769
Fort Hope Airport,2293,73,369,8550
Dr Antonio Nicolas Briceno,1336,1327,418,4238
Melville Hall,1339,1342,83,4161
Melville Hall,1339,1357,336,5753
Melville Hall,1339,1349,594,10595
Melville Hall,1339,1337,183,8629
Melville Hall,1339,1338,335,3618
Melville Hall,1339,1362,266,10992
Melville Hall,1339,1361,471,7527
Melville Hall,1339,1344,498,1726
Grantley Adams Intl,1338,1734,2592,2689
Grantley Adams Intl,1338,125,3900,3333
Grantley Adams Intl,1338,1851,3357,455
Grantley Adams Intl,1338,252,6760,6068
Grantley Adams Intl,1338,1337,512,8001
Grantley Adams Intl,1338,799,1930,2281
Grantley Adams Intl,1338,1360,340,3537
Grantley Adams Intl,1338,1357,672,6307
Grantley Adams Intl,1338,191,7338,5162
Grantley Adams Intl,1338,241,6699,8096
Grantley Adams Intl,1338,1183,4280,8024
Grantley Adams Intl,1338,1339,335,5472
Grantley Adams Intl,1338,1340,234,6791
Grantley Adams Intl,1338,1343,275,4196
Grantley Adams Intl,1338,2170,709,6243
Grantley Adams Intl,1338,1351,193,5175
Grantley Adams Intl,1338,1362,186,3848
V C Bird Intl,1337,1342,100,3970
V C Bird Intl,1337,2625,85,1217
V C Bird Intl,1337,1894,2759,6871
V C Bird Intl,1337,1851,2848,6099
V C Bird Intl,1337,1734,2140,9427
V C Bird Intl,1337,125,3388,732
V C Bird Intl,1337,252,6568,3173
V C Bird Intl,1337,789,714,3183
V C Bird Intl,1337,1350,100,7891
V C Bird Intl,1337,1359,670,11120
V C Bird Intl,1337,1338,512,603
V C Bird Intl,1337,799,1594,5989
V C Bird Intl,1337,191,7165,4148
V C Bird Intl,1337,1358,178,8747
V C Bird Intl,1337,1339,183,2033
V C Bird Intl,1337,791,847,7335
V C Bird Intl,1337,1349,468,5676
V C Bird Intl,1337,1351,355,8925
V C Bird Intl,1337,1357,171,1722
V C Bird Intl,1337,2866,139,5653
V C Bird Intl,1337,1702,2869,9915
V C Bird Intl,1337,1352,387,4148
Grand Case,1341,1342,259,7086
Grand Case,1341,2866,31,647
Le Lamentin,1340,1298,1437,2501
Le Lamentin,1340,1342,193,6171
Le Lamentin,1340,791,1017,1855
Le Lamentin,1340,1351,63,6230
Le Lamentin,1340,1734,2362,1391
Le Lamentin,1340,1349,682,10563
Le Lamentin,1340,89,3626,10329
Le Lamentin,1340,627,6854,7335
Le Lamentin,1340,875,2436,1993
Le Lamentin,1340,1338,234,10079
Le Lamentin,1340,626,6873,9603
Panama City-NW Florida Bea.,3172,1790,387,651
Panama City-NW Florida Bea.,3172,1794,646,10498
Panama City-NW Florida Bea.,3172,1875,1286,5013
Panama City-NW Florida Bea.,3172,1731,917,3457
Panama City-NW Florida Bea.,3172,1787,1022,8172
La Chorrera Airport,3115,2902,69,7985
La Chorrera Airport,3115,1266,513,7284
Coffs Harbour,1620,1624,441,10009
Coffs Harbour,1620,1610,1116,1636
Perth Intl,1617,1591,3895,9097
Perth Intl,1617,1594,3614,8901
Perth Intl,1617,1610,2706,3142
Perth Intl,1617,1624,3284,9480
Perth Intl,1617,1469,6007,6795
Perth Intl,1617,1631,6129,4918
Perth Intl,1617,1586,4124,4559
Perth Intl,1617,1593,1979,9514
Perth Intl,1617,1011,9026,5387
Perth Intl,1617,1572,3017,6886
Perth Intl,1617,1932,2569,8388
Perth Intl,1617,1611,2119,3873
Perth Intl,1617,1596,3433,863
Perth Intl,1617,3223,2567,896
Perth Intl,1617,1567,4191,11200
Perth Intl,1617,401,5894,5931
Perth Intl,1617,935,5347,874
Perth Intl,1617,2720,374,6863
Perth Intl,1617,3256,200,7731
Perth Intl,1617,2738,581,9423
Perth Intl,1617,2740,368,8491
Perth Intl,1617,1613,538,7592
Perth Intl,1617,1614,2206,7020
Perth Intl,1617,1615,1091,6382
Perth Intl,1617,2767,987,8078
Perth Intl,1617,3163,447,2010
Perth Intl,1617,2178,1687,5090
Perth Intl,1617,1619,3091,2376
Perth Intl,1617,1972,2646,4076
Perth Intl,1617,380,8325,1935
Perth Intl,1617,1612,1246,2256
Perth Intl,1617,1616,1308,4363
Perth Intl,1617,2764,1017,2637
Perth Intl,1617,1032,9318,9587
Perth Intl,1617,1900,5303,5782
Perth Intl,1617,1521,4813,4373
Perth Intl,1617,1618,2604,1408
Christmas Island,1618,2768,985,4621
Christmas Island,1618,1617,2604,2735
Norfolk Island Intl,1622,935,1090,10961
Norfolk Island Intl,1622,1594,1465,846
Norfolk Island Intl,1622,1624,1680,3240
Dubbo,1621,1624,309,5226
Dubbo,1621,2724,670,1837
Qaarsut Airport,2263,1969,178,3708
Qaarsut Airport,2263,3229,3411,2375
Upernavik Airport,2262,1969,437,1393
Upernavik Airport,2262,2260,644,2332
McCook Regional Airport,2991,1834,350,4247
Alliance Municipal Airport,2990,2989,90,2575
Chadron Municipal Airport,2989,1834,355,8859
Sidney-Richland Municipal Airport,2988,1991,393,6638
Dickinson Theodore Roosevelt Regional Airport,2987,1882,773,611
Dickinson Theodore Roosevelt Regional Airport,2987,1834,785,6409
Sisimiut Airport,2261,7,321,10903
Sisimiut Airport,2261,1970,199,5738
Sisimiut Airport,2261,8,132,10858
Shenandoah Valley Regional Airport,2986,1810,146,8942
Narsaq Heliport,2259,2256,22,5087
Narsaq Heliport,2259,6,43,7999
Nanortalik Heliport,2258,2256,77,2241
Nanortalik Heliport,2258,2253,40,2841
Las Americas Intl,791,1342,897,7282
Las Americas Intl,791,1357,695,1769
Las Americas Intl,791,1355,694,7281
Las Americas Intl,791,1734,1364,6721
Las Americas Intl,791,1835,2436,6937
Las Americas Intl,791,626,7193,8423
Las Americas Intl,791,1252,1594,4709
Las Americas Intl,791,1304,3465,4677
Las Americas Intl,791,1680,2656,5606
Las Americas Intl,791,1717,1371,3804
Las Americas Intl,791,1851,2493,8076
Las Americas Intl,791,1896,1623,394
Las Americas Intl,791,1349,387,2109
Las Americas Intl,791,861,1474,2498
Las Americas Intl,791,875,1419,10587
Las Americas Intl,791,873,670,1932
Las Americas Intl,791,191,7623,1153
Las Americas Intl,791,865,1824,1671
Las Americas Intl,791,1790,2235,5691
Las Americas Intl,791,1181,5392,3169
Las Americas Intl,791,1183,5272,3427
Las Americas Intl,791,799,755,1809
Las Americas Intl,791,786,459,8545
Las Americas Intl,791,1337,847,7335
Las Americas Intl,791,627,7178,546
Las Americas Intl,791,1702,2505,3562
Las Americas Intl,791,576,6697,5603
Punta Cana Intl,789,1964,5999,10693
Punta Cana Intl,789,1734,1466,7600
Punta Cana Intl,789,1894,2223,3375
Punta Cana Intl,789,1835,2452,5441
Punta Cana Intl,789,195,7389,5300
Punta Cana Intl,789,196,7768,3826
Punta Cana Intl,789,89,3024,8798
Punta Cana Intl,789,125,2977,7414
Punta Cana Intl,789,626,7086,1839
Punta Cana Intl,789,791,138,6258
Punta Cana Intl,789,1252,1657,3903
Punta Cana Intl,789,1680,2650,10550
Punta Cana Intl,789,1717,1470,1762
Punta Cana Intl,789,1851,2501,2982
Punta Cana Intl,789,1349,249,3201
Punta Cana Intl,789,1337,714,3183
Punta Cana Intl,789,861,1587,9173
Punta Cana Intl,789,191,7519,3258
Punta Cana Intl,789,1790,2311,4733
Punta Cana Intl,789,1698,2762,2278
Punta Cana Intl,789,1771,2980,2210
Punta Cana Intl,789,1732,2682,5562
Punta Cana Intl,789,576,6578,3923
Punta Cana Intl,789,1697,2839,8097
Punta Cana Intl,789,1866,3187,6124
Punta Cana Intl,789,1787,3086,8872
Punta Cana Intl,789,1875,2420,6381
Punta Cana Intl,789,1831,3163,10099
Punta Cana Intl,789,1327,893,533
Punta Cana Intl,789,1304,3517,553
Punta Cana Intl,789,1233,5755,9420
Punta Cana Intl,789,755,7535,1594
Punta Cana Intl,789,281,7252,5345
Punta Cana Intl,789,800,1008,7049
Punta Cana Intl,789,612,7279,4386
Punta Cana Intl,789,637,6767,8189
Punta Cana Intl,789,595,6989,9991
Punta Cana Intl,789,1421,9256,5001
Punta Cana Intl,789,1882,3718,8045
Punta Cana Intl,789,252,6903,3523
Punta Cana Intl,789,48,2952,11069
Punta Cana Intl,789,65,3142,5848
Punta Cana Intl,789,1702,2514,5241
Punta Cana Intl,789,1810,2423,10379
Punta Cana Intl,789,1999,9309,7425
Punta Cana Intl,789,1394,8711,6844
Gregorio Luperon Intl,790,1734,1200,5328
Gregorio Luperon Intl,790,195,7444,1305
Gregorio Luperon Intl,790,48,2861,1316
Gregorio Luperon Intl,790,125,2783,3548
Gregorio Luperon Intl,790,1851,2335,10660
Gregorio Luperon Intl,790,1337,971,7691
Gregorio Luperon Intl,790,191,7580,3418
Gregorio Luperon Intl,790,786,284,10166
Gregorio Luperon Intl,790,1349,502,1847
Gregorio Luperon Intl,790,789,266,6840
Gregorio Luperon Intl,790,626,7153,5189
Gregorio Luperon Intl,790,2484,102,9688
Gregorio Luperon Intl,790,788,226,1498
